draw_id,intercept,age_centered_40,sex_2,acuity_code_blank,acuity_code_unknown,acuity_code_no_triage_esa_conducts_triage,acuity_code_immediate,acuity_code_emergent,acuity_code_semi_urgent,acuity_code_nonurgent,acuity_code_no_nursing_triage_esa,arrival_transfer_context_blank,arrival_transfer_context_unknown,arrival_transfer_context_not_applicable,arrival_transfer_context_yes_transferred_from_hospital_or_urgent_care,fever_or_temp,tachycardia_burden,hypotension_burden,seed
52,-1.7062929078789835,0.034256941919213808,0.11223774878583548,0.034273889827040549,0.29517471990252253,0.43178230795945083,0.69038367759718955,1.169109293085683,-1.6029677187631186,-0.38085712135904848,-0.053064102483107584,-0.103307560213108,0.22528943307631322,-0.83043300730385994,1.9674997822871663,0.50108894196310838,0.26621575917637308,0.76951059254365028,20260429
53,-1.6340079415143003,0.03382291144464785,0.20360476069126532,0.2365870371332357,0.32042717440548751,0.3815775590079683,1.4842237433809857,1.141735169451892,-1.4390185830784725,-0.51309949500360974,-0.15649821115117599,-0.53294931882947383,0.28037821063099738,-0.9849556169989212,1.4386741885281569,0.53010331497728935,0.28190211761700434,0.74734513941008685,20260429
54,-1.5690966113787281,0.033800055209836401,0.20464694507809675,0.25019843666118496,0.025727097702685026,0.19902306296874525,1.6577487083575255,1.1790546661461674,-1.7183986798943387,-0.74885673723368995,0.1040345054581181,-0.43386171409248814,0.17069980714660193,-0.95500756605388404,1.4775271754137054,0.44558296645384204,0.25212250944933767,0.84000377838134765,20260429
55,-1.6635192106476746,0.034492641552591449,0.15475422577019157,0.18273319907304536,0.23792372983114196,0.50603394581697958,0.45270705754785645,1.0814370609436037,-1.7562617023194509,-0.96846901251265427,0.045127639247051266,-0.19564976119426339,-0.22974411882870011,-0.89559328059037835,1.8109856887553191,0.27146703339816836,0.2609454160664389,0.78243909233330922,20260429
56,-1.6935557439080544,0.03516413479772857,0.24298531747242691,0.25102517555139808,0.16725827487684489,0.42073740823195538,1.1910278078779082,1.0434030878600948,-1.5477012593521227,-0.76017494143550102,0.094872153478646776,-0.585348511080651,0.18051802119451746,-0.98278335875123102,1.5947109572439373,0.48024943129635833,0.28640389316729392,0.95748506437761449,20260429
57,-1.5035262554329074,0.033276933885386023,0.22063538575352543,-0.24152051190115381,0.067423626104238077,0.34434817526335915,1.4373747776993664,1.1191640625133923,-1.6176888397615332,-1.4039659310689923,-0.36471088749931518,-0.34241489481764342,0.18035516212609837,-0.94437752983589673,1.5529940510023086,0.37050608428947518,0.25230955545938522,0.8712317915638168,20260429
58,-1.6037783569470305,0.03375434871599875,0.23278315432724911,-0.081091493828119421,0.27731555108782557,0.6012914364662485,1.3119379397305491,1.287152078950857,-1.6039386651511083,-0.86982374673229934,-0.36316443335822124,-0.38140637281530343,0.029725729117171903,-0.94369762867014406,1.6459292091675459,0.44283364004488407,0.26481694013794305,0.75209169527794373,20260429
59,-1.6842075348178924,0.036006811323177235,0.18159031641565448,0.23038178753128793,0.2713416411366546,0.68159641267684279,1.51624988699653,1.2107347829322912,-1.6919901962071711,-0.88438796180317192,-0.1837886777493313,0.057185802034061817,0.40487261757023013,-0.95102493106297081,1.3883780122357225,0.19987605056116772,0.27801924041829906,0.55029814647662434,20260429
60,-1.6896581969352704,0.033985575555113869,0.14697937418697365,-0.15348030357254777,0.31905266761725892,0.33895160093424126,0.82624841444220942,1.0786985551361636,-1.7074929659377138,-0.7702365254802519,0.030863320487738322,-0.26424804150876352,0.33434175466331767,-0.95519855786003027,1.6333675625884843,0.69295437126107928,0.24782843733503204,0.70558922969629945,20260429
61,-1.4583597785217766,0.034116285173401435,0.25951365742200205,0.22343184063795765,0.056879308003132095,0.74743616977345995,0.55865885872957588,1.1310592952293121,-1.6127620786228067,-0.698474490594857,0.086816206290002473,-0.25359491311627536,0.24039439699325404,-0.99015476568001004,1.6538576314689841,0.33253858245119217,0.2618377205459147,0.64718114725285303,20260429
62,-1.5023386273333643,0.032699332023332486,0.17793296137092163,-0.280855139804982,0.015453500145150373,0.2824668536285066,1.5477816359721877,1.0578111025471741,-1.6667472541364765,-0.48580718040369664,-0.093784290902227008,-0.079101612183241549,0.040988307603808852,-0.97597095989559612,1.7885333848543239,0.36535773295009394,0.28986454825002295,0.88438322758126731,20260429
63,-1.764684146450352,0.037368772375771145,0.23609991857693963,0.38237739586948027,0.23460036879762863,0.33100213695523423,0.88877207399907809,1.0326884365100362,-1.9434780026514065,-1.0497843218724567,-0.32195288923347876,-0.18367271709661187,0.19863557909833313,-0.86418899565759777,1.4815780585734613,0.50758623016412685,0.26708838618354219,0.69303581280774751,20260429
64,-1.5915676228823654,0.035399502677556045,0.15020755580725501,0.19770374371691765,0.27522076847483934,0.31263037028505608,1.5140450377872703,1.0671633633889224,-1.505004665857766,-0.20458669089369108,0.14227662543454761,-0.66591997512940482,0.20815028904437222,-1.0383825036434153,1.7122753465599538,0.49216017516833849,0.26511911265607929,0.62791686299701688,20260429
65,-1.5548791357061775,0.036425558693791799,0.19927356187812464,-0.042720576290486312,0.03666486311458661,0.15517106723570334,1.2127400208667387,1.1630484410129385,-1.3248792928888382,-0.32541914230316016,-0.17641455231057618,-0.50628932189187204,0.10555569313224467,-0.95701968527391645,1.163213177524872,0.33643310243651026,0.256038071947219,0.82798617008771302,20260429
66,-1.6126061448140669,0.033347280405122116,0.21441964802765828,0.19994623869161537,0.051550187028876454,0.23422795251434608,1.080911883170582,1.0353429608479547,-1.5811106617863036,-0.91497736305499078,-0.090672312969544089,-0.25648494732482469,0.12099564144897711,-1.0047410982877509,0.98995280187142998,0.60420708179447691,0.2274688143378969,0.76111537089654047,20260429
67,-1.6755955306054691,0.034076596696640302,0.10399026162618528,0.41566233941101349,0.22728892936887005,0.28897902195812569,1.0414186135355303,1.1042859481641845,-1.4549042860289572,-0.47703737333933582,-0.066699057176873355,-0.18147667493134068,0.12984498847539513,-0.90637686772252657,1.77332759106684,0.36105216708761145,0.24060582810487255,0.66868316880178158,20260429
68,-1.6548668317486708,0.035237612128354433,0.25250547748311025,0.12502056405877837,0.073547566893531216,0.11638718512257476,2.0013658595686721,1.1996447717544201,-1.7816386743007941,-0.99624585795112597,-0.22618804116328189,-0.14396599070868704,0.35034425727005586,-0.91167940084197707,1.4450799721613243,0.53637076159435204,0.20439546269835476,0.8437084200498467,20260429
69,-1.6215815788368915,0.032786150634112582,0.20980993230091061,0.23235593193098691,0.36606159385868886,0.47194514771770457,0.48479025189146474,1.1651805544262044,-1.5607921652623982,-0.35792314488328381,-0.10652301473941538,-0.34362664789043218,0.02957559226428251,-0.99880045772314408,1.8579088500402927,0.37668346369311168,0.29871000912372059,0.70465429475813446,20260429
70,-1.54215970401483,0.035089993237891387,0.16307803515132585,0.90316483640590406,0.0052719969396765876,0.033340811188476593,1.0010711189336368,1.0984096362871592,-1.5233795399519319,-0.52045963980209808,-0.23094054883822668,0.27016925138677583,-0.047990307646828698,-0.91806961479757809,1.9645991071840407,0.60939016235537158,0.29922184389180712,0.81210201699377604,20260429
71,-1.5221956210308814,0.03102062106711502,0.19897416187693423,-0.040098650047208806,0.19979695140335316,-0.051180902596410838,0.50575073346377297,1.0450498530953747,-1.7278290180139233,-0.80227886719477803,-0.45929893461261811,-0.17130928952430624,0.00057530492252820531,-0.9622305102504074,1.42467911548702,0.33630378034228003,0.30302557049695661,0.56251544550593291,20260429
72,-1.5068221584805324,0.031508025112352851,0.1668360633794676,0.038643516929328575,0.11258276578076891,0.54891562088880697,1.0769219442320968,1.1201836287918205,-1.4576325831233761,-0.73818676248266679,-0.17642479839241412,-0.31668052548268688,0.0044583770752951307,-0.92496094846425858,1.918548238277763,0.57164240630259278,0.23039825610431741,0.82343880662358426,20260429
