draw_id,intercept,age_centered_40,sex_2,high_acuity_proxy,fever_or_temp,tachycardia_burden,hypotension_burden,seed
63,-2.695906329110096,0.042204194587226455,0.31822430638412258,1.5222604156911677,0.19799255442714131,0.30944206425636461,0.89398197186529238,20260504
64,-2.6931368280913155,0.040836551879052059,0.26528121026669427,1.4587623761795994,0.14685484142757868,0.29535651855443534,0.91650700958120579,20260504
65,-2.5894850312285747,0.037007193061263086,0.15270123779145089,1.3570675910724361,0.29988124506643926,0.26970307466158361,0.77644575138732908,20260504
66,-2.7617333542235762,0.041322468317440179,0.17667542928075247,1.5520690218811282,0.58001246401025264,0.28359996877602972,0.86399420483741707,20260504
67,-2.6997085911083865,0.04002553178510905,0.2255238412536579,1.452860043868607,0.32526693961306413,0.27661182715980992,0.72897663639562882,20260504
68,-2.7552236726198247,0.042428550497349227,0.25569652612311067,1.4560009699368119,0.24838288476628345,0.28466132271138128,0.90999853873547143,20260504
69,-2.7234597698856007,0.04408233320068608,0.23042597608588508,1.4293184572081115,0.32507730675553198,0.2931947383194522,0.72005058072052841,20260504
70,-2.6791284021678035,0.041290082420986869,0.19643807344238631,1.3778128190402799,0.41544484186210379,0.27472035667751893,1.0273213936262897,20260504
71,-2.6666176180517245,0.039365753058343687,0.23975430711653672,1.4810970679555808,0.3526388470277233,0.24824440970904965,0.85474849335401859,20260504
72,-2.708831093812007,0.04237342395363676,0.25425121641407133,1.414716339954843,0.1814768930372451,0.28901651556135788,0.73776259014648171,20260504
73,-2.6895948213163785,0.035468874510102534,0.21943333689547342,1.4917726472359079,0.43426851113600984,0.29913974240486807,0.73295966034524196,20260504
74,-2.6950854573608916,0.038438113067592497,0.17040739382607317,1.3453596959666854,0.24381563290968722,0.27089775925410908,0.63957185032349972,20260504
75,-2.6727094609371331,0.042909462845610154,0.23108312586231097,1.2786081176975475,0.39962956497128926,0.31485152032746377,0.968710192655869,20260504
76,-2.7252304047983293,0.040471483838960563,0.22329980421935938,1.3944682189335578,0.50275042132207326,0.30025897898900789,0.72172934322978732,20260504
77,-2.595793303771718,0.041996861194600422,0.30263448258666636,1.3039651511574313,0.36109204838582576,0.27883146457657287,0.81086209245185936,20260504
78,-2.7542195788231032,0.038461334199588068,0.2071266515172844,1.5816223001551437,0.28319053811821882,0.27229900821481318,0.74106005572830647,20260504
79,-2.73190014721555,0.04090654927544396,0.27845318012438164,1.4491946316139799,0.37298244153488008,0.25627680319247248,0.88333107101311636,20260504
80,-2.7488909456664357,0.039439312254109099,0.30517585422029803,1.4829520720758955,0.26890991954174615,0.25670676456854091,0.93099090362857673,20260504
81,-2.6579433305636444,0.040863290628015934,0.1674124732172374,1.3879473698157097,0.22713622480339166,0.31563924740243293,0.83175939602178128,20260504
82,-2.7372804053370436,0.042523594986471257,0.19918850604798491,1.3743236356355346,0.074633485143856981,0.24231110565909081,0.76606670781752662,20260504
83,-2.825505273733576,0.04254929518915402,0.29989652199210526,1.524231377904518,0.26610614060966348,0.29561237246765421,0.83092489525985191,20260504
84,-2.6650075625247354,0.040872197246394452,0.21481979326168207,1.4862394636034935,0.32342678192732344,0.32364277329762847,0.82766220693383985,20260504
85,-2.5901295044518746,0.038429902691172926,0.21045581332873384,1.5227344756549435,0.08221796389443578,0.28737588878698478,0.68144803416124999,20260504
86,-2.5869521908391322,0.039876580545432375,0.1898843003800548,1.403410698998337,0.2757597729577087,0.27439599367768441,0.808307584299782,20260504
87,-2.7707744009932811,0.042071644879438055,0.34521148096462717,1.4865375990592387,0.44471640417838332,0.30394023582948321,0.80230779406088504,20260504
88,-2.6946258112874668,0.037046837531350345,0.19031240915205785,1.5345587762422643,0.28360865619043357,0.32713494134047549,0.62349438099293653,20260504
89,-2.7480686070364677,0.0431244950564919,0.19206514266886976,1.2721535089193294,0.44147702345554418,0.30378417187854834,1.068463697570802,20260504
90,-2.6958489628021014,0.039643374393684865,0.22229319358633606,1.4397414561306956,0.45877228090752287,0.29495341446528589,0.97279535625207558,20260504
91,-2.6168231996364324,0.039344125908348078,0.24109882056872145,1.4703184247763748,0.14278075701196732,0.29291947065365465,0.7882317982847078,20260504
